id,parent_id,topology__cycle,arch_dev__pot_flowering_date,arch_dev__pot_nb_fruit,topology__ancestor_is_apical,arch_dev_rep__nature,topology__ancestor_nature,arch_dev__nb_inflos,topology__is_apical,topology__appearance_month
178,169,2,NA,0,1,0,0,0,0,5
179,86,2,NA,0,1,0,0,0,0,7
180,108,2,NA,0,1,0,0,0,1,7
181,71,2,NA,0,1,0,0,0,0,6
182,78,2,NA,0,1,0,0,0,0,8
183,81,2,NA,0,1,0,0,0,0,8
184,68,2,NA,0,1,0,0,0,0,5
185,20,2,NA,0,1,0,0,0,0,5
186,33,2,NA,0,1,0,0,0,0,8
187,68,2,NA,0,1,0,0,0,1,8
188,23,2,NA,0,1,0,0,0,0,6
189,127,2,NA,0,1,0,0,0,0,5
190,120,2,NA,0,1,0,0,0,1,8
191,64,2,NA,0,1,0,0,0,0,7
192,59,2,NA,0,1,0,0,0,1,6
193,79,2,NA,0,1,0,0,0,0,4
194,104,2,NA,0,1,0,0,0,1,4
195,161,2,NA,0,1,0,0,0,0,7
196,20,2,NA,0,1,0,0,0,0,8
197,150,2,NA,0,1,0,0,0,0,4
198,37,2,NA,0,1,0,0,0,0,7
199,196,2,NA,0,1,0,0,0,0,4
200,58,2,NA,0,1,0,0,0,0,4
201,164,2,NA,0,1,0,0,0,1,8
202,73,2,NA,0,1,0,0,0,0,4
203,145,2,NA,0,1,0,0,0,0,6
204,64,2,NA,0,1,0,0,0,0,4
205,55,2,NA,0,1,0,0,0,0,4
206,154,2,NA,0,1,0,0,0,1,5
207,182,2,NA,0,1,0,0,0,1,6
208,95,2,NA,0,1,0,0,0,0,8
209,65,2,NA,0,1,0,0,0,0,7
210,24,2,NA,0,1,0,0,0,0,7
211,50,2,NA,0,1,0,0,0,0,7
212,57,2,NA,0,1,0,0,0,0,5
213,53,2,NA,0,1,0,0,0,1,4
214,138,2,NA,0,1,0,0,0,1,6
215,79,2,NA,0,1,0,0,0,0,7
216,193,2,NA,0,1,0,0,0,1,4
217,106,2,NA,0,1,0,0,0,0,7
218,122,2,NA,0,1,0,0,0,0,4
219,85,2,NA,0,1,0,0,0,1,8
220,141,2,NA,0,1,0,0,0,1,5
221,26,2,NA,0,1,0,0,0,0,6
222,162,2,NA,0,1,0,0,0,0,5
223,105,2,NA,0,1,0,0,0,0,6
224,183,2,NA,0,1,0,0,0,0,5
225,204,2,NA,0,1,0,0,0,0,6
226,161,2,NA,0,1,0,0,0,0,4
227,172,2,NA,0,1,0,0,0,0,6
228,109,2,NA,0,1,0,0,0,0,8
229,80,2,NA,0,1,0,0,0,0,5
230,204,2,NA,0,1,0,0,0,0,6
231,50,2,NA,0,1,0,0,0,0,8
232,202,2,NA,0,1,0,0,0,0,5
233,86,2,NA,0,1,0,0,0,0,4
234,70,2,NA,0,1,0,0,0,1,6
235,86,2,NA,0,1,0,0,0,0,8
236,54,2,NA,0,1,0,0,0,1,6
237,197,2,NA,0,1,0,0,0,1,4
238,207,2,NA,0,1,0,0,0,0,6
239,168,2,NA,0,1,0,0,0,1,6
240,192,2,NA,0,1,0,0,0,0,4
241,216,2,NA,0,1,0,0,0,0,5
242,159,2,NA,0,1,0,0,0,1,4
243,152,2,NA,0,1,0,0,0,0,6
244,27,2,NA,0,1,0,0,0,0,7
245,79,2,NA,0,1,0,0,0,0,4
246,241,2,NA,0,1,0,0,0,1,7
247,146,2,NA,0,1,0,0,0,1,8
248,81,2,NA,0,1,0,0,0,1,6
249,91,2,NA,0,1,0,0,0,0,5
250,60,2,NA,0,1,0,0,0,0,8
251,79,2,NA,0,1,0,0,0,0,4
252,213,2,NA,0,1,0,0,0,0,6
253,231,2,NA,0,1,0,0,0,1,6
254,232,2,NA,0,1,0,0,0,0,8
255,79,2,NA,0,1,0,0,0,0,5
256,131,2,NA,0,1,0,0,0,1,7
257,56,2,NA,0,1,0,0,0,0,4
258,233,2,NA,0,1,0,0,0,0,5
259,201,2,NA,0,1,0,0,0,1,5
260,117,2,NA,0,1,0,0,0,0,8
261,195,2,NA,0,1,0,0,0,1,5
262,56,2,NA,0,1,0,0,0,1,5
263,152,2,NA,0,1,0,0,0,0,6
264,261,2,NA,0,1,0,0,0,1,8
265,71,2,NA,0,1,0,0,0,0,5
266,154,2,NA,0,1,0,0,0,0,7
267,169,2,NA,0,1,0,0,0,1,5
268,159,2,NA,0,1,0,0,0,0,8
269,167,2,NA,0,1,0,0,0,0,8
270,39,2,NA,0,1,0,0,0,0,4
271,34,2,NA,0,1,0,0,0,0,7
272,77,2,NA,0,1,0,0,0,0,5
273,34,2,NA,0,1,0,0,0,0,8
274,202,2,NA,0,1,0,0,0,0,8
275,93,2,NA,0,1,0,0,0,0,6
276,159,2,NA,0,1,0,0,0,0,7
277,211,2,NA,0,1,0,0,0,0,7
278,197,2,NA,0,1,0,0,0,0,5
279,253,2,NA,0,1,0,0,0,0,6
280,116,2,NA,0,1,0,0,0,0,6
281,244,2,NA,0,1,0,0,0,1,5
282,59,2,NA,0,1,0,0,0,0,5
283,196,2,NA,0,1,0,0,0,0,6
284,105,2,NA,0,1,0,0,0,0,4
285,263,2,NA,0,1,0,0,0,0,4
286,26,2,NA,0,1,0,0,0,0,7
287,49,2,NA,0,1,0,0,0,0,6
288,149,2,NA,0,1,0,0,0,0,8
289,83,2,NA,0,1,0,0,0,0,8
290,174,2,NA,0,1,0,0,0,1,6
291,29,2,NA,0,1,0,0,0,0,6
292,99,2,NA,0,1,0,0,0,0,4
293,191,2,NA,0,1,0,0,0,1,7
294,225,2,NA,0,1,0,0,0,0,8
295,64,2,NA,0,1,0,0,0,0,4
296,22,2,NA,0,1,0,0,0,0,6
297,172,2,NA,0,1,0,0,0,0,5
298,29,2,NA,0,1,0,0,0,0,4
299,21,2,NA,0,1,0,0,0,0,6
300,92,2,NA,0,1,0,0,0,1,5
301,165,2,NA,0,1,0,0,0,0,8
302,122,2,NA,0,1,0,0,0,1,8
303,93,2,NA,0,1,0,0,0,1,5
304,104,2,NA,0,1,0,0,0,0,8
305,290,2,NA,0,1,0,0,0,0,6
306,211,2,NA,0,1,0,0,0,0,6
307,56,2,NA,0,1,0,0,0,0,6
308,186,2,NA,0,1,0,0,0,1,8
309,174,2,NA,0,1,0,0,0,0,6
310,305,2,NA,0,1,0,0,0,0,8
311,63,2,NA,0,1,0,0,0,0,4
312,205,2,NA,0,1,0,0,0,1,5
313,131,2,NA,0,1,0,0,0,0,4
314,222,2,NA,0,1,0,0,0,0,7
315,49,2,NA,0,1,0,0,0,0,8
316,76,2,NA,0,1,0,0,0,0,6
317,177,2,NA,0,1,0,0,0,1,7
318,305,2,NA,0,1,0,0,0,1,7
319,73,2,NA,0,1,0,0,0,0,5
320,78,2,NA,0,1,0,0,0,0,5
321,135,2,NA,0,1,0,0,0,1,8
322,71,2,NA,0,1,0,0,0,0,5
323,239,2,NA,0,1,0,0,0,0,6
324,150,2,NA,0,1,0,0,0,0,7
325,29,2,NA,0,1,0,0,0,0,6
326,80,2,NA,0,1,0,0,0,1,4
327,128,2,NA,0,1,0,0,0,0,4
328,218,2,NA,0,1,0,0,0,0,4
329,276,2,NA,0,1,0,0,0,0,6
330,91,2,NA,0,1,0,0,0,1,7
331,244,2,NA,0,1,0,0,0,0,6
332,330,2,NA,0,1,0,0,0,0,8
333,257,2,NA,0,1,0,0,0,0,7
334,144,2,NA,0,1,0,0,0,0,5
335,208,2,NA,0,1,0,0,0,1,7
336,121,2,NA,0,1,0,0,0,0,5
337,288,2,NA,0,1,0,0,0,0,7
338,260,2,NA,0,1,0,0,0,1,4
339,300,2,NA,0,1,0,0,0,1,6
340,260,2,NA,0,1,0,0,0,0,7
341,257,2,NA,0,1,0,0,0,1,5
342,160,2,NA,0,1,0,0,0,1,8
343,66,2,NA,0,1,0,0,0,0,7
344,112,2,NA,0,1,0,0,0,0,8
345,281,2,NA,0,1,0,0,0,1,5
346,15,2,NA,0,1,0,0,0,0,5
347,147,2,NA,0,1,0,0,0,0,7
348,242,2,NA,0,1,0,0,0,0,5
349,98,2,NA,0,1,0,0,0,0,7
350,30,2,NA,0,1,0,0,0,0,6
351,15,2,NA,0,1,0,0,0,0,6
352,186,2,NA,0,1,0,0,0,0,7
353,113,2,NA,0,1,0,0,0,0,7
354,121,2,NA,0,1,0,0,0,0,4
355,79,2,NA,0,1,0,0,0,0,5
356,101,2,NA,0,1,0,0,0,0,8
357,181,2,NA,0,1,0,0,0,1,8
358,141,2,NA,0,1,0,0,0,0,5
359,275,2,NA,0,1,0,0,0,0,7
360,112,2,NA,0,1,0,0,0,0,7
361,54,2,NA,0,1,0,0,0,0,5
362,253,2,NA,0,1,0,0,0,0,5
363,147,2,NA,0,1,0,0,0,0,8
364,226,2,NA,0,1,0,0,0,0,4
365,75,2,NA,0,1,0,0,0,0,4
366,204,2,NA,0,1,0,0,0,1,6
367,224,2,NA,0,1,0,0,0,1,8
368,279,2,NA,0,1,0,0,0,0,4
369,197,2,NA,0,1,0,0,0,0,8
370,199,2,NA,0,1,0,0,0,0,4
371,187,2,NA,0,1,0,0,0,1,7
372,160,2,NA,0,1,0,0,0,0,4
373,226,2,NA,0,1,0,0,0,1,7
374,342,2,NA,0,1,0,0,0,1,8
375,367,2,NA,0,1,0,0,0,0,8
376,188,2,NA,0,1,0,0,0,0,7
377,128,2,NA,0,1,0,0,0,0,7
378,152,2,NA,0,1,0,0,0,1,5
379,154,2,NA,0,1,0,0,0,0,7
380,369,2,NA,0,1,0,0,0,0,6
381,286,2,NA,0,1,0,0,0,0,8
382,294,2,NA,0,1,0,0,0,1,7
383,237,2,NA,0,1,0,0,0,0,4
384,65,2,NA,0,1,0,0,0,0,6
385,250,2,NA,0,1,0,0,0,0,4
386,346,2,NA,0,1,0,0,0,0,7
387,112,2,NA,0,1,0,0,0,1,8
388,229,2,NA,0,1,0,0,0,1,8
389,45,2,NA,0,1,0,0,0,0,8
390,197,2,NA,0,1,0,0,0,0,7
391,153,2,NA,0,1,0,0,0,0,4
392,36,2,NA,0,1,0,0,0,0,6
393,60,2,NA,0,1,0,0,0,0,8
394,378,2,NA,0,1,0,0,0,0,6
395,352,2,NA,0,1,0,0,0,0,7
396,75,2,NA,0,1,0,0,0,1,4
397,196,2,NA,0,1,0,0,0,0,5
398,100,2,NA,0,1,0,0,0,0,7
399,103,2,NA,0,1,0,0,0,1,4
400,368,2,NA,0,1,0,0,0,0,4
401,283,2,NA,0,1,0,0,0,1,4
402,376,2,NA,0,1,0,0,0,1,5
403,85,2,NA,0,1,0,0,0,0,6
404,295,2,NA,0,1,0,0,0,1,7
405,204,2,NA,0,1,0,0,0,0,4
406,299,2,NA,0,1,0,0,0,1,8
407,182,2,NA,0,1,0,0,0,0,8
408,97,2,NA,0,1,0,0,0,0,8
409,81,2,NA,0,1,0,0,0,0,5
410,387,2,NA,0,1,0,0,0,0,7
411,225,2,NA,0,1,0,0,0,1,6
412,403,2,NA,0,1,0,0,0,0,4
413,230,2,NA,0,1,0,0,0,0,8
414,375,2,NA,0,1,0,0,0,0,7
415,362,2,NA,0,1,0,0,0,0,7
416,256,2,NA,0,1,0,0,0,0,6
417,103,2,NA,0,1,0,0,0,0,8
418,84,2,NA,0,1,0,0,0,1,6
419,284,2,NA,0,1,0,0,0,0,7
420,198,2,NA,0,1,0,0,0,1,4
421,346,2,NA,0,1,0,0,0,0,6
422,154,2,NA,0,1,0,0,0,0,5
423,257,2,NA,0,1,0,0,0,0,4
424,184,2,NA,0,1,0,0,0,0,6
425,259,2,NA,0,1,0,0,0,0,7
426,54,2,NA,0,1,0,0,0,0,7
427,263,2,NA,0,1,0,0,0,0,4
428,50,2,NA,0,1,0,0,0,1,6
429,105,2,NA,0,1,0,0,0,0,8
430,212,2,NA,0,1,0,0,0,0,5
431,354,2,NA,0,1,0,0,0,0,8
432,150,2,NA,0,1,0,0,0,1,7
433,110,2,NA,0,1,0,0,0,0,6
434,184,2,NA,0,1,0,0,0,0,7
435,20,2,NA,0,1,0,0,0,0,8
436,387,2,NA,0,1,0,0,0,1,8
437,205,2,NA,0,1,0,0,0,0,7
438,262,2,NA,0,1,0,0,0,0,5
439,345,2,NA,0,1,0,0,0,1,8
440,254,2,NA,0,1,0,0,0,0,6
441,24,2,NA,0,1,0,0,0,0,6
442,100,2,NA,0,1,0,0,0,1,8
443,145,2,NA,0,1,0,0,0,0,5
444,41,2,NA,0,1,0,0,0,0,8
445,254,2,NA,0,1,0,0,0,0,8
446,141,2,NA,0,1,0,0,0,0,4
447,153,2,NA,0,1,0,0,0,1,5
448,423,2,NA,0,1,0,0,0,1,8
449,144,2,NA,0,1,0,0,0,0,4
450,205,2,NA,0,1,0,0,0,0,6
451,57,2,NA,0,1,0,0,0,1,4
452,322,2,NA,0,1,0,0,0,0,7
453,237,2,NA,0,1,0,0,0,0,5
454,213,2,NA,0,1,0,0,0,1,7
455,104,2,NA,0,1,0,0,0,0,8
456,410,2,NA,0,1,0,0,0,1,8
457,235,2,NA,0,1,0,0,0,0,8
458,200,2,NA,0,1,0,0,0,0,4
459,61,2,NA,0,1,0,0,0,0,5
460,329,2,NA,0,1,0,0,0,0,8
461,460,2,NA,0,1,0,0,0,0,6
462,348,2,NA,0,1,0,0,0,0,7
463,147,2,NA,0,1,0,0,0,0,5
464,360,2,NA,0,1,0,0,0,1,4
465,66,2,NA,0,1,0,0,0,1,5
466,259,2,NA,0,1,0,0,0,0,6
467,295,2,NA,0,1,0,0,0,0,5
468,149,2,NA,0,1,0,0,0,0,7
469,371,2,NA,0,1,0,0,0,0,6
470,172,2,NA,0,1,0,0,0,0,7
471,24,2,NA,0,1,0,0,0,0,6
472,87,2,NA,0,1,0,0,0,0,4
473,57,2,NA,0,1,0,0,0,0,5
474,72,2,NA,0,1,0,0,0,0,6
475,300,2,NA,0,1,0,0,0,0,5
476,380,2,NA,0,1,0,0,0,0,7
477,52,2,NA,0,1,0,0,0,0,4
478,444,2,NA,0,1,0,0,0,0,7
479,330,2,NA,0,1,0,0,0,0,5
480,35,2,NA,0,1,0,0,0,0,6
481,389,2,NA,0,1,0,0,0,0,6
482,391,2,NA,0,1,0,0,0,0,7
483,291,2,NA,0,1,0,0,0,0,6
484,142,2,NA,0,1,0,0,0,1,7
485,154,2,NA,0,1,0,0,0,0,7
486,92,2,NA,0,1,0,0,0,0,4
487,199,2,NA,0,1,0,0,0,0,5
488,395,2,NA,0,1,0,0,0,0,4
489,139,2,NA,0,1,0,0,0,0,8
490,122,2,NA,0,1,0,0,0,0,7
491,93,2,NA,0,1,0,0,0,0,7
492,147,2,NA,0,1,0,0,0,0,8
493,71,2,NA,0,1,0,0,0,0,5
494,320,2,NA,0,1,0,0,0,0,5
495,242,2,NA,0,1,0,0,0,0,4
496,490,2,NA,0,1,0,0,0,0,8
497,487,2,NA,0,1,0,0,0,0,5
498,410,2,NA,0,1,0,0,0,0,4
499,200,2,NA,0,1,0,0,0,1,5
500,180,2,NA,0,1,0,0,0,1,8
501,299,2,NA,0,1,0,0,0,0,5
502,54,2,NA,0,1,0,0,0,0,7
503,308,2,NA,0,1,0,0,0,0,8
504,322,2,NA,0,1,0,0,0,1,6
505,172,2,NA,0,1,0,0,0,1,4
506,186,2,NA,0,1,0,0,0,0,4
507,100,2,NA,0,1,0,0,0,0,7
508,198,2,NA,0,1,0,0,0,0,4
509,327,2,NA,0,1,0,0,0,1,6
510,230,2,NA,0,1,0,0,0,1,8
511,97,2,NA,0,1,0,0,0,0,7
512,155,2,NA,0,1,0,0,0,0,4
513,331,2,NA,0,1,0,0,0,1,8
514,51,2,NA,0,1,0,0,0,0,8
515,129,2,NA,0,1,0,0,0,1,6
516,448,2,NA,0,1,0,0,0,0,7
517,256,2,NA,0,1,0,0,0,0,7
518,54,2,NA,0,1,0,0,0,0,6
519,71,2,NA,0,1,0,0,0,0,8
520,387,2,NA,0,1,0,0,0,0,8
521,491,2,NA,0,1,0,0,0,1,7
522,266,2,NA,0,1,0,0,0,1,8
523,126,2,NA,0,1,0,0,0,0,5
524,482,2,NA,0,1,0,0,0,0,5
525,316,2,NA,0,1,0,0,0,0,7
526,125,2,NA,0,1,0,0,0,1,8
527,498,2,NA,0,1,0,0,0,0,5
528,523,2,NA,0,1,0,0,0,0,7
529,75,2,NA,0,1,0,0,0,0,8
530,58,2,NA,0,1,0,0,0,0,6
531,455,2,NA,0,1,0,0,0,0,5
532,348,2,NA,0,1,0,0,0,0,4
533,511,2,NA,0,1,0,0,0,0,6
534,488,2,NA,0,1,0,0,0,1,4
535,323,2,NA,0,1,0,0,0,0,5
536,332,2,NA,0,1,0,0,0,1,6
537,117,2,NA,0,1,0,0,0,0,7
538,370,2,NA,0,1,0,0,0,0,8
539,71,2,NA,0,1,0,0,0,0,7
540,231,2,NA,0,1,0,0,0,0,8
541,355,2,NA,0,1,0,0,0,0,6
542,140,2,NA,0,1,0,0,0,0,6
543,113,2,NA,0,1,0,0,0,0,7
544,78,2,NA,0,1,0,0,0,1,6
545,466,2,NA,0,1,0,0,0,1,8
546,456,2,NA,0,1,0,0,0,1,8
547,323,2,NA,0,1,0,0,0,1,5
548,338,2,NA,0,1,0,0,0,0,7
549,221,2,NA,0,1,0,0,0,0,4
550,387,2,NA,0,1,0,0,0,0,7
551,121,2,NA,0,1,0,0,0,1,5
552,57,2,NA,0,1,0,0,0,0,6
553,78,2,NA,0,1,0,0,0,0,6
554,206,2,NA,0,1,0,0,0,0,4
555,435,2,NA,0,1,0,0,0,0,4
556,516,2,NA,0,1,0,0,0,1,5
557,349,2,NA,0,1,0,0,0,0,8
558,50,2,NA,0,1,0,0,0,0,6
559,366,2,NA,0,1,0,0,0,0,5
560,496,2,NA,0,1,0,0,0,0,6
561,31,2,NA,0,1,0,0,0,0,4
562,437,2,NA,0,1,0,0,0,0,5
563,428,2,NA,0,1,0,0,0,0,6
564,199,2,NA,0,1,0,0,0,0,8
565,180,2,NA,0,1,0,0,0,0,5
566,554,2,NA,0,1,0,0,0,0,5
567,451,2,NA,0,1,0,0,0,1,7
568,473,2,NA,0,1,0,0,0,0,8
569,558,2,NA,0,1,0,0,0,1,8
570,338,2,NA,0,1,0,0,0,1,4
571,495,2,NA,0,1,0,0,0,0,5
572,404,2,NA,0,1,0,0,0,0,6
573,244,2,NA,0,1,0,0,0,0,7
574,445,2,NA,0,1,0,0,0,0,8
575,278,2,NA,0,1,0,0,0,1,7
576,429,2,NA,0,1,0,0,0,0,4
577,449,2,NA,0,1,0,0,0,1,8
578,88,2,NA,0,1,0,0,0,0,7
579,249,2,NA,0,1,0,0,0,0,7
580,227,2,NA,0,1,0,0,0,0,5
581,52,2,NA,0,1,0,0,0,0,8
582,498,2,NA,0,1,0,0,0,0,6
583,299,2,NA,0,1,0,0,0,0,8
584,146,2,NA,0,1,0,0,0,0,8
585,231,2,NA,0,1,0,0,0,0,7
586,294,2,NA,0,1,0,0,0,0,5
587,129,2,NA,0,1,0,0,0,0,6
588,278,2,NA,0,1,0,0,0,0,6
589,16,2,NA,0,1,0,0,0,0,7
590,464,2,NA,0,1,0,0,0,0,4
591,201,2,NA,0,1,0,0,0,0,7
592,430,2,NA,0,1,0,0,0,0,7
593,21,2,NA,0,1,0,0,0,0,4
594,444,2,NA,0,1,0,0,0,0,5
595,328,2,NA,0,1,0,0,0,0,7
596,198,2,NA,0,1,0,0,0,0,8
597,536,2,NA,0,1,0,0,0,0,8
